,Text,illocution,id_illocution,nodeset_id,CA,RA,CA_premise,RA_premise,CA_conclusion,RA_conclusion,speaker,Words,Num_words,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,num care.virtue,num care.vice,num fairness.virtue,num fairness.vice,num loyalty.virtue,num loyalty.vice,num authority.virtue,num authority.vice,num sanctity.virtue,num sanctity.vice,contains_care_virtue,contains_care_vice,contains_fairness_virtue,contains_fairness_vice,contains_sanctity_virtue,contains_sanctity_vice,contains_authority_virtue,contains_authority_vice,contains_loyalty_virtue,contains_loyalty_vice,no moral foundation words,final output,final input,RA final input,RA final output,CA final input,CA final output
238,Edwina Currie : Is that clear,that is/isn't clear,433891,nodeset15925,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'be', 'that', 'clear']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
239,Tim Stanley : No,"It doesn’t actually do you any physical damage, I may tell you",433813,nodeset15925,0,0,0,0,0,0,Tim,"['tim', 'stanley', 'no']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
240,Kehinde Andrews : So I want to move on to the politics of the hypocrisy here,So I want to move on to the politics of the hypocrisy here,433926,nodeset15926,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'so', 'I', 'want', 'to', 'move', 'on', 'to', 'the', 'politic', 'of', 'the', 'hypocrisy', 'here']",15,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
241,"Kehinde Andrews : So Gove was…as justice secretary, as part of the government who really do criminalise drug possession and this…arrests…leads to thousands of arrests and people not being able to get jobs et cetera, et cetera, shouldn’t he be judged by the same standard therefore","So Gove was…as justice secretary, as part of the government who really do criminalise drug possession and this…arrests…leads to thousands of arrests and people not being able to get jobs et cetera, et cetera, he should be judged by the same standard therefore",433930,nodeset15926,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'so', 'gove', 'be', '…', 'as', 'justice', 'secretary', 'as', 'part', 'of', 'the', 'government', 'who', 'really', 'do', 'criminalise', 'drug', 'possession', 'and', 'this', '…', 'arrest', '…', 'lead', 'to', 'thousand', 'of', 'arrest', 'and', 'people', 'not', 'be', 'able', 'to', 'get', 'job', 'et', 'cetera', 'et', 'cetera', 'should', 'not', 'he', 'be', 'judge', 'by', 'the', 'same', 'standard', 'therefore']",52,,,justice,,,,arrest,,,drug,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
242,Edwina Currie : Well there’s a slight difference,Well there’s a slight difference,433933,nodeset15926,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'well', 'there', '’', 'a', 'slight', 'difference']",8,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
243,Edwina Currie : at the time he was in the same sort of role as Tim Stanley,at the time Gove was in the same sort of role as Tim Stanley,433938,nodeset15926,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'at', 'the', 'time', 'he', 'be', 'in', 'the', 'same', 'sort', 'of', 'role', 'as', 'tim', 'stanley']",16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
244,Edwina Currie : He was a journalist,Gove was a journalist,433941,nodeset15926,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'he', 'be', 'a', 'journalist']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
245,"Kehinde Andrews : this isn’t past, this is now, right","this isn’t past, this is now, right",433945,nodeset15926,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'this', 'be', 'not', 'past', 'this', 'be', 'now', 'right']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
246,"Kehinde Andrews : If you think about the consequences of these acts, if you’ve been arrested for…20 years ago, say you’d been arrested for possession of marijuana, you’d have a criminal record and you would not…he would not currently be in the situation he is in","If you think about the consequences of these acts, if you’ve been arrested for…20 years ago, say you’d been arrested for possession of marijuana, you’d have a criminal record and you would not…he would not currently be in the situation he is in",433958,nodeset15926,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'if', 'you', 'think', 'about', 'the', 'consequence', 'of', 'these', 'act', 'if', 'you', '’', 've', 'be', 'arrest', 'for', '…', 'year', 'ago', 'say', 'you', '’', 'd', 'be', 'arrest', 'for', 'possession', 'of', 'marijuana', 'you', '’', 'd', 'have', 'a', 'criminal', 'record', 'and', 'you', 'would', 'not', '…', 'he', 'would', 'not', 'currently', 'be', 'in', 'the', 'situation', 'he', 'be', 'in']",54,,,,,,,arrest,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
247,"Edwina Currie : Sure, sure, sure","this isn’t past, this is now, right",433945,nodeset15926,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'sure', 'sure', 'sure']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
248,"Kehinde Andrews : So the legacy of this is still there, is it not",So the legacy of this is still there,433962,nodeset15926,0,0,0,0,0,0,Kehinde,"['kehinde', 'andrews', 'so', 'the', 'legacy', 'of', 'this', 'be', 'still', 'there', 'be', 'it', 'not']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
249,"Edwina Currie : Yeah, I get your point","Yeah, I get your point",433967,nodeset15926,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'yeah', 'I', 'get', 'your', 'point']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
250,"Edwina Currie : in fact, Kehinde, there are a lot…thousands and thousands of people who also didn’t get caught, and they weren’t all middle class","in fact, Kehinde, there are a lot…thousands and thousands of people who also didn’t get caught, and they weren’t all middle class",433970,nodeset15926,0,1,0,1,0,0,Edwina,"['edwina', 'currie', 'in', 'fact', 'kehinde', 'there', 'be', 'a', 'lot', '…', 'thousand', 'and', 'thousand', 'of', 'people', 'who', 'also', 'do', 'not', 'get', 'catch', 'and', 'they', 'be', 'not', 'all', 'middle', 'class']",28,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
251,"Edwina Currie : I come from Liverpool, I can tell you that’s the truth","Edwina Currie comes from Liverpool, she can tell you that’s the truth",433974,nodeset15926,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'I', 'come', 'from', 'liverpool', 'I', 'can', 'tell', 'you', 'that', '’', 'the', 'truth']",14,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
252,"Kehinde Andrews : it’s interesting when you say that, thousands and thousands of people didn’t get caught","it’s interesting when you say that, thousands and thousands of people didn’t get caught",433981,nodeset15926,0,1,0,1,0,0,Kehinde,"['kehinde', 'andrews', 'it', '’', 'interesting', 'when', 'you', 'say', 'that', 'thousand', 'and', 'thousand', 'of', 'people', 'do', 'not', 'get', 'catch']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
253,"Kehinde Andrews : we know from the criminal justice system, there is a huge propensity and discrimination against those who are not white","we know from the criminal justice system, there is a huge propensity and discrimination against those who are not white",433986,nodeset15926,0,1,0,0,0,1,Kehinde,"['kehinde', 'andrews', 'we', 'know', 'from', 'the', 'criminal', 'justice', 'system', 'there', 'be', 'a', 'huge', 'propensity', 'and', 'discrimination', 'against', 'those', 'who', 'be', 'not', 'white']",22,,,justice,discrimination,,,,,,,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
254,Kehinde Andrews : are we just excusing him because of his white privilege,we are just excusing Gove because of his white privilege,433992,nodeset15926,1,0,1,0,0,0,Kehinde,"['kehinde', 'andrews', 'be', 'we', 'just', 'excuse', 'he', 'because', 'of', 'his', 'white', 'privilege']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
255,Edwina Currie : No,We aren't excusing Gove because of his white privilege,433998,nodeset15926,0,0,0,0,1,0,Edwina,"['edwina', 'currie', 'no']",3,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
256,Kehinde Andrews : He didn’t get caught partly ‘cause he’s white and middle class,Gove didn’t get caught partly ‘cause he’s white and middle class,434005,nodeset15926,1,0,1,0,0,1,Kehinde,"['kehinde', 'andrews', 'he', 'do', 'not', 'get', 'catch', 'partly', 'cause', 'he', '’', 'white', 'and', 'middle', 'class']",15,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
257,"Edwina Currie : No, of course not","No, of course not",434008,nodeset15926,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'no', 'of', 'course', 'not']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
258,"Edwina Currie : No, absolutely not","No, absolutely not",434018,nodeset15926,0,1,0,1,1,0,Edwina,"['edwina', 'currie', 'no', 'absolutely', 'not']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
259,"Edwina Currie : In so far as the law has been applied in a way that is not colour blind, I condemn that","In so far as the law has been applied in a way that is not colour blind, Edwina Currie condemns that",434027,nodeset15926,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'in', 'so', 'far', 'as', 'the', 'law', 'have', 'be', 'apply', 'in', 'a', 'way', 'that', 'be', 'not', 'colour', 'blind', 'I', 'condemn', 'that']",22,,,law,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
260,Edwina Currie : I condemn it in whatever particular criminal or non-criminal activity we’re looking at,Edwina Currie condemns it in whatever particular criminal or non-criminal activity we’re looking at,434033,nodeset15926,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'I', 'condemn', 'it', 'in', 'whatever', 'particular', 'criminal', 'or', 'non', 'criminal', 'activity', 'we', '’', 're', 'look', 'at']",18,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
261,"Edwina Currie : No, I don’t think that’s the issue at all","No, Edwina Currie doesn’t think that white privilege is the issue at all",434041,nodeset15926,0,1,0,1,1,0,Edwina,"['edwina', 'currie', 'no', 'I', 'do', 'not', 'think', 'that', '’', 'the', 'issue', 'at', 'all']",13,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
262,"Edwina Currie : the issue here is that he was doing this when he wasn’t a politician, had no plans to be a politician, and he then hid it until it was about to be revealed","the issue here is that Gove was doing this when he wasn’t a politician, had no plans to be a politician, and he then hid it until it was about to be revealed",434048,nodeset15926,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'the', 'issue', 'here', 'be', 'that', 'he', 'be', 'do', 'this', 'when', 'he', 'be', 'not', 'a', 'politician', 'have', 'no', 'plan', 'to', 'be', 'a', 'politician', 'and', 'he', 'then', 'hide', 'it', 'until', 'it', 'be', 'about', 'to', 'be', 'reveal']",36,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
263,Kehinde Andrews : shouldn’t he have to rectify that politically,Gove should have to rectify that politically,434055,nodeset15926,0,1,0,1,0,0,Kehinde,"['kehinde', 'andrews', 'should', 'not', 'he', 'have', 'to', 'rectify', 'that', 'politically']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
264,"Kehinde Andrews : wouldn’t that mean taking a platform that says, maybe we should decriminalise these actions so that the people who are unlucky enough to get caught could also have a full life and reach their potential","that would mean taking a platform that says, maybe we should decriminalise these actions so that the people who are unlucky enough to get caught could also have a full life and reach their potential",434059,nodeset15926,0,1,0,0,0,1,Kehinde,"['kehinde', 'andrews', 'would', 'not', 'that', 'mean', 'take', 'a', 'platform', 'that', 'say', 'maybe', 'we', 'should', 'decriminalise', 'these', 'action', 'so', 'that', 'the', 'people', 'who', 'be', 'unlucky', 'enough', 'to', 'get', 'catch', 'could', 'also', 'have', 'a', 'full', 'life', 'and', 'reach', 'their', 'potential']",38,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
265,Edwina Currie : he doesn’t believe that and neither do I,Gove doesn’t believe that and neither does Edwina Currie,434063,nodeset15926,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'he', 'do', 'not', 'believe', 'that', 'and', 'neither', 'do', 'I']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
266,Kehinde Andrews : he should be judged by that standards surely,Gove should be judged by that standards surely,434068,nodeset15926,1,0,1,0,0,0,Kehinde,"['kehinde', 'andrews', 'he', 'should', 'be', 'judge', 'by', 'that', 'standard', 'surely']",10,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
267,Edwina Currie : Well not necessarily,Well not necessarily,434071,nodeset15926,0,1,0,1,1,0,Edwina,"['edwina', 'currie', 'well', 'not', 'necessarily']",5,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
268,Edwina Currie : to say that…to do that in order to gain your approval would be hypocritical,to say that…to do that in order to gain your approval would be hypocritical,434078,nodeset15926,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'to', 'say', 'that', '…', 'to', 'do', 'that', 'in', 'order', 'to', 'gain', 'your', 'approval', 'would', 'be', 'hypocritical']",18,,,,,,,order,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
269,Kehinde Andrews : this is the problem that the approval he needs is the Tory Party membership who have a very socially conservative rule…view of drugs,this is the problem that the approval Gove needs is the Tory Party membership who have a very socially conservative rule…view of drugs,434085,nodeset15926,0,1,0,0,0,1,Kehinde,"['kehinde', 'andrews', 'this', 'be', 'the', 'problem', 'that', 'the', 'approval', 'he', 'need', 'be', 'the', 'tory', 'party', 'membership', 'who', 'have', 'a', 'very', 'socially', 'conservative', 'rule', '…', 'view', 'of', 'drug']",27,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
270,"Kehinde Andrews : surely once he’s transgressed that, it’s perfectly right for them to judge him and not vote him to be prime minister","surely once Gove’s transgressed that, it’s perfectly right for them to judge him and not vote him to be prime minister",434090,nodeset15926,0,1,0,1,0,0,Kehinde,"['kehinde', 'andrews', 'surely', 'once', 'he', '’', 's', 'transgress', 'that', 'it', '’', 'perfectly', 'right', 'for', 'they', 'to', 'judge', 'he', 'and', 'not', 'vote', 'he', 'to', 'be', 'prime', 'minister']",26,,,,,,,,transgress,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
271,Edwina Currie : you may well find that that is the case,you may well find that that is the case,434093,nodeset15926,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'you', 'may', 'well', 'find', 'that', 'that', 'be', 'the', 'case']",11,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
272,"Edwina Currie : one other thing, because it actually does apply in Michael Gove’s case","one other thing, because it actually does apply in Michael Gove’s case",434098,nodeset15926,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'one', 'other', 'thing', 'because', 'it', 'actually', 'do', 'apply', 'in', 'michael', 'gove', '’', 's', 'case']",16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
273,Edwina Currie : There is an issue here with using hypocrisy as the sole element of how we judge somebody,There is an issue here with using hypocrisy as the sole element of how we judge somebody,434101,nodeset15926,0,1,0,1,0,0,Edwina,"['edwina', 'currie', 'there', 'be', 'an', 'issue', 'here', 'with', 'use', 'hypocrisy', 'as', 'the', 'sole', 'element', 'of', 'how', 'we', 'judge', 'somebody']",19,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0
274,"Edwina Currie : In the political world, one of the things that we should look further, it’s not just motive, it’s not just attitude, it’s not just what people say, it’s what they actually manage to achieve","In the political world, one of the things that we should look further, it’s not just motive, it’s not just attitude, it’s not just what people say, it’s what they actually manage to achieve",434108,nodeset15926,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'in', 'the', 'political', 'world', 'one', 'of', 'the', 'thing', 'that', 'we', 'should', 'look', 'furth', 'it', '’', 's', 'not', 'just', 'motive', 'it', '’', 'not', 'just', 'attitude', 'it', '’', 'not', 'just', 'what', 'people', 'say', 'it', '’', 'what', 'they', 'actually', 'manage', 'to', 'achieve']",41,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
275,"Edwina Currie : in that respect, Michael Gove has an excellent record","in that respect, Michael Gove has an excellent record",434113,nodeset15926,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'in', 'that', 'respect', 'michael', 'gove', 'have', 'an', 'excellent', 'record']",11,,,,,,,respect,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
276,"Edwina Currie : In fact, if this whole drugs business wouldn’t come up, he would be very much one of the front runners","In fact, if this whole drugs business wouldn’t come up, he would be very much one of the front runners",434116,nodeset15926,0,1,0,1,0,0,Edwina,"['edwina', 'currie', 'in', 'fact', 'if', 'this', 'whole', 'drug', 'business', 'would', 'not', 'come', 'up', 'he', 'would', 'be', 'very', 'much', 'one', 'of', 'the', 'front', 'runner']",23,,,,,,,,,,drug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
277,"Edwina Currie : If you look at results, if you look at what people actually achieve, then you have to say to yourself, well we don’t necessarily want saints as our politicians","If you look at results, if you look at what people actually achieve, then you have to say to yourself, well we don’t necessarily want saints as our politicians",434123,nodeset15926,0,1,0,1,0,0,Edwina,"['edwina', 'currie', 'if', 'you', 'look', 'at', 'result', 'if', 'you', 'look', 'at', 'what', 'people', 'actually', 'achieve', 'then', 'you', 'have', 'to', 'say', 'to', 'yourself', 'well', 'we', 'do', 'not', 'necessarily', 'want', 'saint', 'as', 'our', 'politician']",32,,,,,,,,,saint,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
278,Edwina Currie : She didn’t achieve anything,She didn’t achieve anything,434128,nodeset15926,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'she', 'do', 'not', 'achieve', 'anything']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
279,Edwina Currie : That’s not great,That’s not great,434134,nodeset15926,0,1,0,1,0,0,Edwina,"['edwina', 'currie', 'that', '’', 'not', 'great']",6,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
280,Edwina Currie : We just had a sain,We just had a saint,434138,nodeset15926,0,1,0,0,0,1,Edwina,"['edwina', 'currie', 'we', 'just', 'have', 'a', 'sain']",7,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
281,"Edwina Currie : You know, perfectly happy to have somebody who does more than run through a field of wheat, if it means that what we actually get at the end is a well governed country","You know, perfectly happy to have somebody who does more than run through a field of wheat, if it means that what we actually get at the end is a well governed country",434148,nodeset15926,0,0,0,0,0,0,Edwina,"['edwina', 'currie', 'you', 'know', 'perfectly', 'happy', 'to', 'have', 'somebody', 'who', 'do', 'more', 'than', 'run', 'through', 'a', 'field', 'of', 'wheat', 'if', 'it', 'mean', 'that', 'what', 'we', 'actually', 'get', 'at', 'the', 'end', 'be', 'a', 'well', 'govern', 'country']",35,,,,,country,,govern,,,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
282,"Michael Buerk : Edwina Currie, thanks very much indeed for joining us tonight","Edwina Currie, thanks very much indeed for joining us tonight",434172,nodeset15927,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'edwina', 'currie', 'thank', 'very', 'much', 'indeed', 'for', 'join', 'we', 'tonight']",12,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
283,Michael Buerk : Our next witness is Dr  Aaron Balick who’s an author and a psychotherapist,Our next witness is Dr  Aaron Balick who’s an author and a psychotherapist,434176,nodeset15927,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'our', 'next', 'witness', 'be', 'dr', 'aaron', 'balick', 'who', '’', 'an', 'author', 'and', 'a', 'psychotherapist']",16,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
284,"Michael Buerk : Is, in your view, hypocrisy such a big deal","In Dr Aaron Balick's view, hypocrisy is/isn't such a big deal",434181,nodeset15927,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'be', 'in', 'your', 'view', 'hypocrisy', 'such', 'a', 'big', 'deal']",11,,,,hypocrisy,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
285,"Michael Buerk : We’re all hypocrites, aren’t we",We are/aren't all hypocrites,434186,nodeset15927,0,0,0,0,0,0,Michael,"['michael', 'buerk', 'we', '’', 're', 'all', 'hypocrite', 'be', 'not', 'we']",10,,,,hypocrite,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
